Genero,Peso,Altura
Hombre,78.663,171.45
Hombre,97.08,180.174
Hombre,78.528,169.16
Hombre,83.796,172.798
Hombre,74.122,167.547
Hombre,70.954,167.31099999999998
Hombre,71.572,162.734
Hombre,70.333,167.299
Hombre,80.07600000000001,176.71599999999998
Hombre,88.571,174.607
Hombre,88.31,179.18
Hombre,95.318,185.893
Hombre,87.876,183.40200000000002
Hombre,91.605,186.91
Hombre,95.994,185.722
Hombre,70.431,159.99
Hombre,94.68,183.394
Hombre,78.547,179.715
Hombre,92.991,182.02900000000002
Hombre,84.91,169.399
Hombre,64.723,161.153
Hombre,83.584,178.922
Hombre,104.693,192.416
Hombre,82.84899999999999,173.345
Hombre,85.999,177.803
Hombre,88.236,180.545
Hombre,91.99799999999999,182.03099999999998
Hombre,94.259,188.62099999999998
Hombre,78.893,168.69400000000002
Hombre,84.14200000000001,171.84099999999998
Hombre,75.941,173.34799999999998
Hombre,91.93299999999999,183.188
Hombre,74.324,168.893
Hombre,81.587,164.916
Hombre,79.041,172.6
Hombre,89.788,177.81400000000002
Hombre,74.91,174.71599999999998
Hombre,91.546,184.252
Hombre,86.023,178.511
Hombre,77.544,174.576
Hombre,82.315,166.542
Hombre,60.726000000000006,154.075
Hombre,75.515,167.179
Hombre,89.3,176.47799999999998
Hombre,87.09200000000001,179.0
Hombre,73.167,163.549
Hombre,77.039,169.201
Hombre,86.287,179.88400000000001
Hombre,77.839,171.025
Hombre,81.667,172.838
Hombre,85.42299999999999,170.442
Hombre,80.241,172.15599999999998
Hombre,98.023,179.958
Hombre,76.264,165.696
Hombre,79.865,174.02200000000002
Hombre,91.87100000000001,182.688
Hombre,97.95100000000001,176.69
Hombre,77.305,167.69
Hombre,77.539,170.608
Hombre,84.54,179.697
Hombre,78.45,166.507
Hombre,84.24799999999999,174.416
Hombre,93.478,176.96400000000003
Hombre,92.52,183.13099999999997
Hombre,82.04899999999999,170.738
Hombre,85.539,177.12400000000002
Hombre,79.357,168.945
Hombre,89.005,181.59
Hombre,83.15899999999999,174.82299999999998
Hombre,92.464,174.019
Hombre,86.14399999999999,172.803
Hombre,75.235,171.47099999999998
Hombre,87.162,172.798
Hombre,87.00200000000001,180.2
Hombre,87.609,179.486
Hombre,96.102,180.05700000000002
Hombre,113.41,189.062
Hombre,76.02,163.594
Hombre,78.139,170.945
Hombre,87.001,178.609
Hombre,92.50200000000001,181.774
Hombre,92.60700000000001,179.06400000000002
Hombre,89.946,179.28799999999998
Hombre,81.34,173.46099999999998
Hombre,85.11200000000001,178.25799999999998
Hombre,89.95100000000001,182.451
Hombre,74.611,171.75599999999997
Hombre,68.393,160.43200000000002
Hombre,79.14,169.162
Hombre,78.594,166.66
Hombre,75.252,163.736
Hombre,87.476,173.183
Hombre,86.156,177.017
Hombre,67.296,163.024
Hombre,100.51799999999999,184.49200000000002
Hombre,85.84700000000001,177.305
Hombre,78.35600000000001,175.85299999999998
Hombre,86.449,176.247
Hombre,87.26799999999999,175.73
Hombre,80.342,174.953
Hombre,72.532,163.072
Hombre,80.229,170.768
Hombre,97.023,185.53799999999998
Hombre,92.485,179.803
Hombre,101.71700000000001,189.49
Hombre,85.63600000000001,172.74099999999999
Hombre,93.985,176.972
Hombre,79.669,170.081
Hombre,87.286,172.37099999999998
Hombre,97.537,180.02200000000002
Hombre,87.164,179.52900000000002
Hombre,98.795,188.581
Hombre,82.58200000000001,175.537
Hombre,83.23100000000001,178.713
Hombre,82.527,171.838
Hombre,97.48100000000001,182.68900000000002
Hombre,80.482,171.824
Hombre,78.515,174.37099999999998
Hombre,90.34100000000001,173.69099999999997
Hombre,81.589,171.618
Hombre,96.583,187.107
Hombre,76.539,171.10299999999998
Hombre,96.51299999999999,186.75099999999998
Hombre,76.544,167.6
Hombre,89.605,183.31400000000002
Hombre,93.491,181.142
Hombre,89.167,178.97799999999998
Hombre,74.225,167.46400000000003
Hombre,90.764,181.923
Hombre,90.963,179.97099999999998
Hombre,84.535,177.104
Hombre,89.55,178.14700000000002
Hombre,78.156,179.342
Hombre,83.249,168.53900000000002
Hombre,82.67200000000001,166.987
Hombre,76.87899999999999,173.865
Hombre,82.816,172.859
Hombre,76.47399999999999,172.50099999999998
Hombre,88.848,167.74599999999998
Hombre,66.766,162.813
Hombre,78.83,173.82
Hombre,90.318,183.06400000000002
Hombre,87.663,179.75
Hombre,92.91,183.987
Hombre,89.36200000000001,178.218
Hombre,98.15299999999999,183.16299999999998
Hombre,99.40299999999999,183.235
Hombre,79.15899999999999,177.324
Hombre,85.51899999999999,174.685
Hombre,68.62,163.436
Hombre,85.205,176.22299999999998
Hombre,78.479,163.87
Hombre,94.507,181.1
Hombre,79.34100000000001,173.733
Hombre,71.453,170.83599999999998
Hombre,90.78200000000001,175.9
Hombre,78.79,168.042
Hombre,79.563,172.40200000000002
Hombre,78.994,172.08599999999998
Hombre,74.717,167.877
Hombre,89.431,178.915
Hombre,87.30799999999999,173.38
Hombre,90.399,179.11599999999999
Hombre,97.432,181.908
Hombre,95.35600000000001,181.456
Hombre,73.985,164.885
Hombre,78.381,168.21200000000002
Hombre,91.18299999999999,182.30900000000003
Hombre,80.76899999999999,172.768
Hombre,82.459,176.80700000000002
Hombre,90.598,184.831
Hombre,77.829,173.60299999999998
Hombre,83.383,177.449
Hombre,75.773,165.915
Hombre,78.782,173.73
Hombre,70.65,167.77
Hombre,89.914,182.6
Hombre,78.635,172.422
Hombre,94.624,181.665
Hombre,89.338,180.00599999999997
Hombre,100.279,184.118
Hombre,93.919,180.424
Hombre,99.54299999999999,177.63299999999998
Hombre,95.336,180.69099999999997
Hombre,101.645,191.787
Hombre,89.84899999999999,181.21
Hombre,71.671,168.72299999999998
Hombre,91.954,179.967
Hombre,87.54899999999999,178.524
Hombre,83.305,174.301
Hombre,66.95100000000001,161.967
Hombre,82.654,173.99400000000003
Hombre,84.46700000000001,169.859
Hombre,73.633,168.055
Hombre,91.464,176.601
Hombre,77.34899999999999,165.83
Hombre,83.90700000000001,169.905
Hombre,91.686,180.821
Hombre,91.64200000000001,175.957
Hombre,88.363,173.687
Hombre,80.872,176.40900000000002
Hombre,84.839,174.96900000000002
Hombre,84.82799999999999,174.104
Hombre,72.436,163.533
Hombre,76.797,169.513
Hombre,84.49,174.638
Hombre,71.264,162.089
Hombre,68.098,170.1
Hombre,87.581,177.454
Hombre,85.404,180.37900000000002
Hombre,99.09,184.718
Hombre,93.464,187.821
Hombre,85.557,177.77900000000002
Hombre,95.719,180.68900000000002
Hombre,77.34,174.43200000000002
Hombre,80.7,171.028
Hombre,95.928,181.86900000000003
Hombre,89.211,173.979
Hombre,79.063,168.827
Hombre,87.81299999999999,185.34
Hombre,93.445,186.195
Hombre,90.259,182.449
Hombre,111.146,193.87
Hombre,95.6,179.755
Hombre,103.905,182.907
Hombre,95.965,182.521
Hombre,87.04799999999999,173.107
Hombre,77.758,171.824
Hombre,60.863,155.779
Hombre,87.98100000000001,173.977
Hombre,97.04700000000001,180.67700000000002
Hombre,92.77,180.858
Hombre,89.485,181.907
Hombre,93.51700000000001,182.896
Hombre,82.792,177.842
Hombre,84.16,172.541
Hombre,73.616,169.21400000000003
Hombre,71.882,170.94099999999997
Hombre,84.6,177.266
Hombre,79.113,170.988
Hombre,75.88,166.04
Hombre,61.177,156.46
Hombre,99.103,185.65200000000002
Hombre,77.035,162.726
Hombre,87.178,176.451
Hombre,88.426,177.62400000000002
Hombre,70.83800000000001,159.99200000000002
Hombre,76.601,170.88
Hombre,105.117,195.828
Hombre,79.61399999999999,176.27
Hombre,83.6,180.141
Hombre,82.65899999999999,171.579
Hombre,82.90100000000001,175.482
Hombre,102.26,189.578
Hombre,67.415,165.72799999999998
Hombre,72.748,171.043
Hombre,79.19,166.65400000000002
Hombre,78.059,171.166
Hombre,82.287,176.84599999999998
Hombre,87.15100000000001,180.548
Hombre,88.478,181.368
Hombre,73.862,165.305
Hombre,92.23299999999999,181.065
Hombre,79.59100000000001,170.41299999999998
Hombre,62.909,162.309
Hombre,88.221,179.987
Hombre,81.87,172.52700000000002
Hombre,81.25399999999999,173.612
Hombre,50.693999999999996,152.12
Hombre,85.45200000000001,173.17
Hombre,76.527,173.00400000000002
Hombre,99.84,189.775
Hombre,90.495,173.42
Hombre,71.74,164.609
Hombre,93.961,178.61
Hombre,103.071,189.299
Hombre,69.215,157.638
Hombre,73.637,169.484
Hombre,87.988,177.601
Hombre,83.461,179.57299999999998
Hombre,109.23299999999999,192.65
Hombre,93.291,181.237
Hombre,89.31,175.90599999999998
Hombre,79.626,172.146
Hombre,77.89,176.43900000000002
Hombre,99.5,186.15099999999998
Hombre,75.32600000000001,168.107
Hombre,94.684,182.31
Hombre,77.922,170.305
Hombre,82.382,174.162
Hombre,88.006,178.708
Hombre,87.18299999999999,177.093
Hombre,77.215,171.15099999999998
Hombre,86.088,174.59599999999998
Hombre,92.60700000000001,174.89
Hombre,79.774,171.88400000000001
Hombre,69.468,167.976
Hombre,78.648,171.205
Hombre,88.73,172.202
Hombre,85.40700000000001,168.957
Hombre,89.935,180.115
Hombre,92.473,182.99200000000002
Hombre,81.067,171.489
Hombre,88.67200000000001,177.236
Hombre,85.007,171.975
Hombre,72.016,159.75
Hombre,84.156,178.72400000000002
Hombre,103.40700000000001,187.75900000000001
Hombre,74.516,168.25799999999998
Hombre,82.088,177.762
Hombre,82.42,170.66
Hombre,83.199,173.16400000000002
Hombre,103.23700000000001,191.023
Hombre,74.318,165.665
Hombre,96.95100000000001,180.597
Hombre,91.662,183.16099999999997
Hombre,75.163,170.668
Hombre,69.307,161.269
Hombre,95.37299999999999,182.75900000000001
Hombre,77.891,165.715
Hombre,68.251,161.991
Hombre,81.98100000000001,169.312
Hombre,97.79299999999999,184.15
Hombre,88.772,170.452
Hombre,87.005,175.986
Hombre,78.882,165.412
Hombre,84.94200000000001,175.15200000000002
Hombre,84.928,170.393
Hombre,87.20299999999999,177.548
Hombre,84.26899999999999,170.38299999999998
Hombre,87.786,175.85
Hombre,83.425,179.36700000000002
Hombre,68.187,165.408
Hombre,84.70700000000001,172.581
Hombre,86.902,168.31099999999998
Hombre,91.14200000000001,179.739
Hombre,84.23100000000001,178.171
Hombre,85.125,172.467
Hombre,88.988,174.347
Hombre,98.786,184.333
Hombre,121.68700000000001,199.824
Hombre,80.169,169.648
Hombre,75.031,168.854
Hombre,72.243,170.269
Hombre,102.863,187.47099999999998
Hombre,69.918,164.87
Hombre,74.903,171.202
Hombre,76.891,172.11900000000003
Hombre,79.594,175.935
Hombre,79.804,175.954
Hombre,67.587,164.52200000000002
Hombre,79.094,171.803
Hombre,87.84299999999999,182.52
Hombre,92.035,177.845
Hombre,68.64699999999999,172.364
Hombre,84.964,169.53400000000002
Hombre,95.74700000000001,184.57299999999998
Hombre,87.70100000000001,178.65099999999998
Hombre,79.803,175.398
Hombre,97.655,187.248
Hombre,90.162,175.63099999999997
Hombre,83.31,175.828
Hombre,98.083,181.37599999999998
Hombre,94.45700000000001,183.143
Hombre,78.438,172.017
Hombre,81.574,172.162
Hombre,97.315,179.97
Hombre,75.878,172.78
Hombre,86.338,174.308
Hombre,90.639,179.678
Hombre,78.607,171.36
Hombre,75.982,169.19299999999998
Hombre,76.681,167.886
Hombre,76.479,168.611
Hombre,80.798,174.11700000000002
Hombre,71.09100000000001,161.958
Hombre,75.597,168.00400000000002
Hombre,76.40100000000001,167.475
Hombre,85.211,174.77200000000002
Hombre,96.367,186.29
Hombre,66.289,164.53099999999998
Hombre,97.12299999999999,178.248
Hombre,87.73100000000001,177.31099999999998
Hombre,90.425,178.581
Hombre,82.536,172.26
Hombre,96.37,182.22
Hombre,79.38600000000001,180.139
Hombre,81.65100000000001,170.425
Hombre,76.768,172.205
Hombre,88.18,171.793
Hombre,84.414,168.83599999999998
Hombre,93.46799999999999,178.363
Hombre,98.648,185.679
Hombre,70.275,167.33599999999998
Hombre,80.717,178.77200000000002
Hombre,84.279,172.331
Hombre,114.235,196.43900000000002
Hombre,94.15299999999999,182.864
Hombre,79.942,165.753
Hombre,76.278,167.39
Hombre,108.86399999999999,192.15400000000002
Hombre,88.18,175.812
Hombre,93.48899999999999,176.703
Hombre,79.577,174.8
Hombre,93.681,175.30599999999998
Hombre,83.141,174.329
Hombre,83.396,177.83
Hombre,75.533,172.19299999999998
Hombre,88.06299999999999,181.399
Hombre,74.98899999999999,171.822
Hombre,85.27600000000001,178.03799999999998
Hombre,89.24799999999999,178.753
Hombre,86.416,175.292
Hombre,95.33200000000001,187.88099999999997
Hombre,86.679,176.137
Hombre,92.72,183.84
Hombre,81.173,175.737
Hombre,73.293,162.63299999999998
Hombre,73.398,158.372
Hombre,70.90899999999999,167.523
Hombre,61.111000000000004,163.233
Hombre,95.17399999999999,183.233
Hombre,91.646,178.081
Hombre,75.729,166.727
Hombre,103.41799999999999,190.63099999999997
Hombre,101.03399999999999,185.69400000000002
Hombre,78.505,169.278
Hombre,87.48100000000001,170.03099999999998
Hombre,84.574,172.25099999999998
Hombre,69.029,162.172
Hombre,84.634,177.657
Hombre,77.81,175.544
Hombre,91.98899999999999,181.388
Hombre,81.733,173.43900000000002
Hombre,94.803,189.465
Hombre,93.575,184.054
Hombre,90.53,185.389
Hombre,93.962,181.521
Hombre,85.824,175.463
Hombre,79.515,171.445
Hombre,81.172,170.378
Hombre,74.847,177.795
Hombre,79.195,162.809
Hombre,87.618,177.012
Hombre,70.483,161.793
Hombre,84.294,168.734
Hombre,91.059,183.002
Hombre,96.431,175.523
Hombre,74.719,171.002
Hombre,84.874,172.678
Hombre,90.23200000000001,182.8
Hombre,87.18299999999999,178.135
Hombre,92.675,180.888
Hombre,90.81299999999999,180.046
Hombre,89.485,175.549
Hombre,86.863,178.234
Hombre,78.84,170.153
Hombre,90.765,179.06
Hombre,74.558,167.52599999999998
Hombre,80.123,170.475
Hombre,78.223,172.923
Hombre,81.221,173.426
Hombre,83.088,171.416
Hombre,76.085,168.233
Hombre,103.917,194.153
Hombre,85.014,175.449
Hombre,88.772,183.907
Hombre,91.53,172.355
Hombre,81.855,169.34599999999998
Hombre,84.053,178.80200000000002
Hombre,86.103,181.169
Hombre,93.801,181.165
Hombre,82.24600000000001,171.43400000000003
Hombre,90.902,176.39
Hombre,84.694,179.31799999999998
Hombre,67.046,171.233
Hombre,92.59100000000001,179.87
Hombre,96.50200000000001,176.356
Hombre,97.92200000000001,186.168
Hombre,100.604,185.662
Hombre,84.085,175.58700000000002
Hombre,99.885,182.293
Hombre,76.252,170.77
Hombre,81.06,171.49599999999998
Hombre,82.488,174.457
Hombre,93.56,181.28900000000002
Hombre,93.82600000000001,171.71400000000003
Hombre,78.079,171.484
Hombre,96.471,176.55200000000002
Hombre,84.90899999999999,174.33
Hombre,71.807,168.935
Hombre,83.589,172.68099999999998
Hombre,89.867,186.78099999999998
Hombre,100.751,186.03799999999998
Hombre,94.072,184.403
Hombre,87.244,170.685
Hombre,92.227,177.18
Hombre,73.352,164.605
Hombre,89.223,173.011
Hombre,92.654,174.63400000000001
Hombre,88.61399999999999,176.918
Hombre,78.717,174.99599999999998
Hombre,79.497,174.87900000000002
Hombre,80.111,168.574
Hombre,88.291,175.72
Hombre,94.881,180.602
Hombre,84.833,178.051
Hombre,99.10799999999999,183.049
Hombre,78.615,174.88099999999997
Hombre,73.565,168.875
Hombre,79.515,172.487
Hombre,70.023,161.322
Hombre,80.295,171.34400000000002
Hombre,85.795,178.658
Hombre,83.32700000000001,174.25599999999997
Hombre,77.13600000000001,170.388
Hombre,78.788,176.44
Hombre,64.211,151.623
Hombre,71.75399999999999,172.482
Hombre,87.176,170.842
Hombre,98.009,176.22400000000002
Hombre,84.963,170.86700000000002
Hombre,81.681,170.45
Hombre,93.463,180.86900000000003
Hombre,83.83,174.21900000000002
Hombre,69.334,161.46200000000002
Hombre,89.421,183.486
Hombre,84.444,177.435
Hombre,74.987,162.707
Hombre,87.141,180.83
Hombre,91.345,176.544
Hombre,85.49700000000001,177.37599999999998
Hombre,84.977,183.205
Hombre,91.816,181.88099999999997
Hombre,86.406,169.842
Hombre,89.221,173.08900000000003
Hombre,79.486,169.803
Hombre,80.298,165.928
Hombre,81.018,175.017
Hombre,91.78399999999999,180.287
Hombre,79.227,172.938
Hombre,93.37200000000001,176.1
Hombre,82.287,173.45
Hombre,74.893,161.38299999999998
Hombre,78.789,170.58700000000002
Hombre,72.297,167.265
Hombre,92.29799999999999,182.153
Hombre,75.293,163.658
Hombre,92.06299999999999,182.426
Hombre,77.704,166.357
Hombre,98.18799999999999,185.482
Hombre,84.12299999999999,178.118
Hombre,73.30199999999999,166.125
Hombre,81.406,170.562
Hombre,75.359,164.078
Hombre,78.028,176.18099999999998
Hombre,82.152,171.321
Hombre,95.686,181.739
Hombre,79.417,167.90099999999998
Hombre,83.74,171.727
Hombre,73.789,165.02200000000002
Hombre,93.229,184.50799999999998
Hombre,78.327,169.34599999999998
Hombre,82.84899999999999,170.049
Hombre,83.29299999999999,175.96099999999998
Hombre,83.476,174.75599999999997
Hombre,78.923,166.324
Hombre,68.152,164.456
Hombre,83.146,175.37
Hombre,69.007,159.096
Hombre,84.073,172.19799999999998
Hombre,81.295,170.815
Hombre,70.498,165.46099999999998
Hombre,76.458,176.69
Hombre,106.959,190.017
Hombre,77.138,170.736
Hombre,85.12299999999999,178.702
Hombre,71.885,162.505
Hombre,95.836,188.273
Hombre,74.77199999999999,165.396
Hombre,84.541,181.31799999999998
Hombre,83.21700000000001,180.55
Hombre,85.652,170.403
Hombre,82.09200000000001,176.262
Hombre,81.565,174.426
Hombre,100.458,183.93099999999998
Hombre,84.198,172.81
Hombre,85.661,180.253
Hombre,82.916,173.375
Hombre,96.463,178.785
Hombre,83.229,174.843
Hombre,83.875,173.273
Hombre,90.429,180.388
Hombre,90.009,177.817
Hombre,66.21300000000001,157.239
Hombre,80.59899999999999,175.145
Hombre,70.638,162.60299999999998
Hombre,87.366,176.1
Hombre,97.087,186.042
Hombre,93.70299999999999,185.945
Hombre,78.622,168.298
Hombre,88.979,182.477
Hombre,84.473,173.93599999999998
Hombre,74.94,169.102
Hombre,87.171,178.373
Hombre,86.295,178.00099999999998
Hombre,94.977,185.793
Hombre,79.172,162.524
Hombre,81.84100000000001,171.725
Hombre,91.28200000000001,182.102
Hombre,87.329,175.06900000000002
Hombre,78.63600000000001,171.92700000000002
Hombre,73.29,161.286
Hombre,85.637,169.294
Hombre,84.734,174.21099999999998
Hombre,70.596,172.26
Hombre,64.112,160.249
Hombre,84.24600000000001,171.05900000000003
Hombre,74.616,162.469
Hombre,98.24700000000001,188.4
Hombre,89.706,181.209
Hombre,92.601,178.37099999999998
Hombre,85.34,175.643
Hombre,63.131,157.689
Hombre,93.595,181.26
Hombre,90.303,180.361
Hombre,70.077,161.161
Hombre,81.301,168.937
Hombre,76.748,169.645
Hombre,85.87899999999999,184.17700000000002
Hombre,64.146,161.497
Hombre,82.883,179.74400000000003
Hombre,70.66199999999999,162.57
Hombre,80.19800000000001,167.817
Hombre,76.128,169.643
Hombre,92.531,179.674
Hombre,77.23,167.72799999999998
Hombre,91.13600000000001,182.227
Hombre,82.73100000000001,172.10299999999998
Hombre,82.065,170.787
Hombre,73.296,171.93
Hombre,73.575,165.47400000000002
Hombre,84.449,174.03099999999998
Hombre,81.406,171.78900000000002
Hombre,102.583,195.18200000000002
Hombre,73.992,166.644
Hombre,84.23899999999999,177.94400000000002
Hombre,83.509,173.136
Hombre,84.531,176.419
Hombre,86.815,181.35
Hombre,68.637,155.202
Hombre,88.59700000000001,176.93599999999998
Hombre,103.807,192.90200000000002
Hombre,65.907,165.89700000000002
Hombre,90.38,171.06599999999997
Hombre,91.71,178.321
Hombre,73.417,168.217
Hombre,85.68299999999999,172.268
Hombre,105.65899999999999,192.03799999999998
Hombre,60.595,155.892
Hombre,61.428999999999995,150.063
Hombre,84.145,167.834
Hombre,88.58,180.18599999999998
Hombre,87.309,175.76
Hombre,81.809,170.328
Hombre,101.90899999999999,186.46900000000002
Hombre,85.436,178.153
Hombre,61.575,164.69400000000002
Hombre,79.669,172.673
Hombre,71.352,164.243
Hombre,87.045,179.859
Hombre,68.723,159.442
Hombre,68.98899999999999,165.792
Hombre,90.899,184.56900000000002
Hombre,76.656,166.89
Hombre,92.994,178.269
Hombre,60.12,164.49599999999998
Hombre,78.735,166.639
Hombre,68.70100000000001,164.09400000000002
Hombre,77.944,170.46
Hombre,89.301,176.685
Hombre,67.226,165.435
Hombre,81.544,169.82
Hombre,86.397,181.917
Hombre,86.869,172.62900000000002
Hombre,90.762,179.593
Hombre,72.133,163.685
Hombre,78.75,174.68400000000003
Hombre,77.972,169.676
Hombre,80.357,169.882
Hombre,90.178,177.092
Hombre,81.101,174.237
Hombre,85.23700000000001,177.865
Hombre,66.59,157.887
Hombre,83.126,178.455
Hombre,62.99,161.238
Hombre,89.56299999999999,186.21900000000002
Hombre,90.37100000000001,180.734
Hombre,81.887,178.33900000000003
Hombre,70.38,169.483
Hombre,88.573,178.648
Hombre,87.39299999999999,172.516
Hombre,79.748,175.35
Hombre,87.441,179.93400000000003
Hombre,79.92,174.06900000000002
Hombre,83.229,180.91
Hombre,93.898,187.71599999999998
Hombre,81.16,176.38
Hombre,92.87100000000001,179.554
Hombre,92.804,181.345
Hombre,89.62100000000001,181.15
Hombre,88.251,177.52900000000002
Hombre,75.271,168.213
Hombre,90.85700000000001,189.104
Hombre,92.85799999999999,182.99599999999998
Hombre,93.834,184.71
Hombre,81.911,175.541
Hombre,100.228,184.232
Hombre,71.6,165.954
Hombre,78.661,172.395
Hombre,86.58200000000001,177.535
Hombre,95.81200000000001,178.99900000000002
Hombre,81.46,166.896
Hombre,69.562,168.96099999999998
Hombre,97.685,189.43200000000002
Hombre,72.695,161.157
Hombre,83.79700000000001,177.17700000000002
Hombre,102.689,192.09900000000002
Hombre,84.495,173.47799999999998
Hombre,93.706,179.736
Hombre,83.351,172.554
Hombre,97.29899999999999,182.84599999999998
Hombre,71.204,170.476
Hombre,87.98,175.767
Hombre,82.006,173.47799999999998
Hombre,88.39200000000001,173.33599999999998
Hombre,81.484,175.00900000000001
Hombre,84.037,178.632
Hombre,76.881,165.15
Hombre,92.955,185.28599999999997
Hombre,82.305,174.183
Hombre,90.48100000000001,175.476
Hombre,100.20100000000001,189.793
Hombre,53.888000000000005,159.921
Hombre,77.487,162.887
Hombre,82.021,175.408
Hombre,79.641,169.65200000000002
Hombre,79.615,164.243
Hombre,86.98100000000001,177.132
Hombre,70.16,169.976
Hombre,76.442,171.31400000000002
Hombre,90.211,176.56099999999998
Hombre,89.523,169.88
Hombre,79.21,172.44
Hombre,89.238,180.31400000000002
Hombre,85.662,179.52900000000002
Hombre,78.038,168.69099999999997
Hombre,77.768,167.52700000000002
Hombre,94.772,185.628
Hombre,83.17200000000001,176.213
Hombre,77.905,173.99200000000002
Hombre,94.32700000000001,180.78900000000002
Hombre,93.891,185.132
Hombre,84.25,175.604
Hombre,85.51799999999999,170.035
Hombre,89.87100000000001,174.736
Hombre,100.169,185.06099999999998
Hombre,90.962,178.6
Hombre,82.38,174.745
Hombre,90.396,178.327
Hombre,86.21700000000001,175.40599999999998
Hombre,72.55199999999999,167.975
Hombre,79.642,173.725
Hombre,81.101,172.995
Hombre,105.146,188.00400000000002
Hombre,89.929,174.87599999999998
Hombre,94.167,186.162
Hombre,83.90700000000001,177.942
Hombre,95.375,187.90900000000002
Hombre,89.23200000000001,171.351
Hombre,72.551,168.455
Hombre,91.90799999999999,175.11599999999999
Hombre,77.531,171.91400000000002
Hombre,93.71,173.799
Hombre,90.955,179.543
Hombre,90.852,178.52
Hombre,76.082,175.364
Hombre,85.85700000000001,172.919
Hombre,81.413,172.52
Hombre,92.48700000000001,182.82299999999998
Hombre,89.46,179.378
Hombre,84.801,174.328
Hombre,75.656,174.283
Hombre,76.887,168.878
Hombre,65.229,156.059
Hombre,62.2,159.635
Hombre,66.617,164.32
Hombre,91.557,184.702
Hombre,92.573,177.40200000000002
Hombre,75.997,166.571
Hombre,79.405,169.41400000000002
Hombre,64.785,157.776
Hombre,87.555,176.188
Hombre,104.226,184.76
Hombre,87.02799999999999,178.705
Hombre,90.398,183.358
Hombre,80.199,174.935
Hombre,75.502,168.395
Hombre,68.36,163.565
Hombre,73.807,172.845
Hombre,87.387,174.1
Hombre,78.757,164.77200000000002
Hombre,93.244,180.997
Hombre,88.07799999999999,185.227
Hombre,69.374,165.46099999999998
Hombre,82.458,176.50799999999998
Hombre,92.374,182.11599999999999
Hombre,88.499,177.137
Hombre,89.102,175.046
Hombre,87.354,173.945
Hombre,96.104,188.36599999999999
Hombre,85.19200000000001,171.24900000000002
Hombre,98.296,184.41099999999997
Hombre,83.324,175.333
Hombre,87.708,173.528
Hombre,76.926,172.91099999999997
Hombre,54.771,154.721
Hombre,75.025,175.773
Hombre,90.25200000000001,180.328
Hombre,82.204,182.261
Hombre,77.167,172.873
Hombre,70.70100000000001,164.424
Hombre,79.553,168.47299999999998
Hombre,74.322,169.771
Hombre,74.044,158.236
Hombre,80.248,176.709
Hombre,80.127,176.394
Hombre,65.89699999999999,165.97
Hombre,84.61,174.80200000000002
Hombre,72.551,164.315
Hombre,91.98,178.94099999999997
Hombre,65.917,160.967
Hombre,76.723,167.172
Hombre,74.148,163.016
Hombre,84.787,181.892
Hombre,92.053,184.763
Hombre,71.876,166.515
Hombre,87.24799999999999,178.847
Hombre,79.704,165.326
Hombre,73.003,168.293
Hombre,82.735,167.43
Hombre,71.249,170.92700000000002
Hombre,72.854,168.361
Hombre,56.515,153.24200000000002
Hombre,76.929,174.479
Hombre,81.633,168.56599999999997
Hombre,84.40899999999999,169.7
Hombre,73.86,169.122
Hombre,77.52600000000001,170.669
Hombre,82.25,174.725
Hombre,88.47399999999999,175.967
Hombre,94.301,181.269
Hombre,89.387,177.69
Hombre,89.25299999999999,173.00599999999997
Hombre,85.98899999999999,171.769
Hombre,78.362,178.977
Hombre,96.774,189.16
Hombre,84.262,170.00099999999998
Hombre,87.515,171.5
Hombre,87.23100000000001,175.44
Hombre,85.088,176.18400000000003
Hombre,80.436,165.747
Hombre,78.652,181.334
Hombre,79.882,171.30700000000002
Hombre,96.00399999999999,183.68200000000002
Hombre,86.825,182.764
Hombre,88.434,181.183
Hombre,78.04,175.299
Hombre,84.53200000000001,179.21099999999998
Hombre,65.105,166.023
Hombre,61.761,158.75
Hombre,82.568,172.54
Hombre,81.866,166.88400000000001
Hombre,85.815,174.956
Hombre,89.166,180.41
Hombre,77.74,170.72799999999998
Hombre,75.884,166.044
Hombre,94.06700000000001,180.968
Hombre,92.46,182.614
Hombre,90.39399999999999,179.38
Hombre,87.37200000000001,177.69400000000002
Hombre,91.001,182.644
Hombre,91.29,176.53599999999997
Hombre,84.73299999999999,178.054
Hombre,82.84899999999999,175.632
Hombre,86.546,172.833
Hombre,87.51299999999999,183.708
Hombre,94.005,177.90900000000002
Hombre,99.361,185.69
Hombre,89.71,176.713
Hombre,100.58200000000001,185.41
Hombre,83.024,172.99
Hombre,94.82600000000001,178.054
Hombre,88.863,174.05700000000002
Hombre,71.76899999999999,163.862
Hombre,71.616,164.335
Hombre,85.57600000000001,175.90900000000002
Hombre,89.803,176.055
Hombre,82.275,177.044
Hombre,81.15899999999999,169.775
Hombre,84.796,179.298
Hombre,82.27799999999999,172.463
Hombre,80.834,175.03400000000002
Hombre,77.557,171.595
Hombre,87.305,169.47799999999998
Hombre,88.105,177.993
Hombre,85.78200000000001,176.011
Hombre,85.089,177.02
Hombre,84.675,174.197
Hombre,69.812,164.528
Hombre,78.053,171.457
Hombre,70.102,164.447
Hombre,86.01299999999999,175.245
Hombre,81.679,175.15200000000002
Hombre,79.39699999999999,165.93900000000002
